Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-21,19:25,Essendon,Hawthorn,Marvel Stadium,91,92,,13,13,14,8, 1.86 , 1.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-21,16:05,Adelaide,Geelong,Adelaide Oval,103,91,,15,13,13,13, 4.47 , 1.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-21,13:45,Melbourne,Fremantle,MCG,80,58,,11,14,8,10, 1.43 , 2.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-21,19:50,Collingwood,Western Bulldogs,MCG,53,69,,7,11,10,9, 2.25 , 1.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-21,19:25,Richmond,Carlton,MCG,105,80,,15,15,11,14, 1.23 , 4.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Oct-20,18:30,Richmond,Geelong,Gabba,81,50,Y,12,9,7,8, 1.83 , 1.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Oct-20,18:40,Brisbane,Geelong,Gabba,42,82,Y,6,6,11,16, 1.79 , 2.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Oct-20,19:20,Port Adelaide,Richmond,Adelaide Oval,40,46,Y,6,4,6,10, 1.73 , 2.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Oct-20,18:40,Geelong,Collingwood,Gabba,100,32,Y,15,10,5,2, 1.60 , 2.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Oct-20,18:50,Richmond,St Kilda,People First Stadium,80,49,Y,12,8,6,13, 1.26 , 3.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Oct-20,18:10,West Coast,Collingwood,Optus Stadium,75,76,Y,11,9,12,4, 1.41 , 2.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Oct-20,16:40,St Kilda,Western Bulldogs,Gabba,67,64,Y,10,7,9,10, 2.17 , 1.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Oct-20,19:50,Brisbane,Richmond,Gabba,69,54,Y,10,9,8,6, 2.06 , 1.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Oct-20,19:10,Port Adelaide,Geelong,Adelaide Oval,58,42,Y,9,4,5,12, 1.72 , 2.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-20,19:15,Collingwood,Port Adelaide,Gabba,45,61,,7,3,9,7, 2.29 , 1.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Sep-20,18:10,Fremantle,Western Bulldogs,Cazaly’s Stadium,44,74,,6,8,11,8, 3.25 , 1.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Sep-20,15:35,Sydney,Geelong,People First Stadium,63,69,,9,9,10,9, 5.85 , 1.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Sep-20,12:35,Hawthorn,Gold Coast,Adelaide Oval,108,57,,17,6,8,9, 2.05 , 1.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Sep-20,19:40,Brisbane,Carlton,Gabba,78,61,,11,12,10,1, 1.18 , 4.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Sep-20,17:10,Adelaide,Richmond,Adelaide Oval,33,77,,4,9,12,5, 4.31 , 1.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Sep-20,14:10,Essendon,Melbourne,People First Stadium,49,68,,7,7,10,8, 2.56 , 1.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Sep-20,19:50,St Kilda,GWS Giants,Gabba,82,30,,12,10,3,12, 1.78 , 2.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Sep-20,19:10,North Melbourne,West Coast,People First Stadium,34,49,,4,10,7,7, 7.62 , 1.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-20,19:10,Collingwood,Gold Coast,Gabba,68,46,,10,8,6,10, 1.23 , 4.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-20,19:10,Sydney,Brisbane,Cazaly’s Stadium,41,73,,6,5,11,7, 3.34 , 1.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-20,15:05,Hawthorn,Western Bulldogs,Adelaide Oval,40,76,,6,4,11,10, 3.84 , 1.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-20,13:05,Carlton,Adelaide,People First Stadium,56,72,,8,8,10,12, 1.32 , 3.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-20,19:40,GWS Giants,Melbourne,Gabba,74,79,,11,8,12,7, 1.68 , 2.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-20,16:05,Port Adelaide,Essendon,Adelaide Oval,79,29,,11,13,4,5, 1.13 , 6.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-20,13:45,North Melbourne,Fremantle,People First Stadium,35,99,,5,5,15,9, 2.68 , 1.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-20,19:50,Geelong,Richmond,People First Stadium,31,57,,4,7,7,15, 1.72 , 2.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Sep-20,19:10,St Kilda,West Coast,Gabba,50,65,,6,14,9,11, 1.69 , 2.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Sep-20,19:10,Brisbane,Gold Coast,Gabba,88,43,,13,10,6,7, 1.29 , 3.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Sep-20,20:10,Carlton,Sydney,People First Stadium,57,52,,8,9,8,4, 1.54 , 2.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Sep-20,17:10,Adelaide,GWS Giants,Adelaide Oval,59,47,,8,11,7,5, 3.63 , 1.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Sep-20,19:10,Melbourne,Fremantle,Cazaly’s Stadium,33,47,,4,9,6,11, 1.49 , 2.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Sep-20,18:10,Western Bulldogs,West Coast,People First Stadium,49,47,,6,13,7,5, 1.72 , 2.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Sep-20,15:35,Geelong,Essendon,Gabba,108,42,,17,6,5,12, 1.21 , 4.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Sep-20,13:05,St Kilda,Hawthorn,People First Stadium,80,66,,11,14,9,12, 1.27 , 3.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-20,19:40,North Melbourne,Port Adelaide,People First Stadium,42,78,,6,6,11,12, 6.49 , 1.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Sep-20,19:50,Brisbane,Collingwood,Gabba,42,34,,6,6,5,4, 1.41 , 2.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Sep-20,19:10,GWS Giants,Carlton,People First Stadium,48,39,,6,12,5,9, 1.48 , 2.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Sep-20,16:40,Sydney,Melbourne,Cazaly’s Stadium,67,46,,10,7,6,10, 3.52 , 1.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Sep-20,19:10,Richmond,Fremantle,People First Stadium,56,29,,8,8,4,5, 1.11 , 6.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Sep-20,20:10,West Coast,Essendon,Gabba,60,45,,9,6,6,9, 1.40 , 2.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Sep-20,17:10,Hawthorn,Adelaide,Adelaide Oval,48,83,,7,6,12,11, 1.41 , 2.89 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-20,18:10,Gold Coast,North Melbourne,People First Stadium,91,28,,12,19,4,4, 1.61 , 2.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-20,15:35,Carlton,Collingwood,Gabba,48,72,,7,6,10,12, 1.94 , 1.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug-20,19:10,Melbourne,St Kilda,Traeger Park,52,49,,8,4,7,7, 1.95 , 1.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug-20,14:35,Fremantle,GWS Giants,Optus Stadium,53,91,,8,5,14,7, 2.12 , 1.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug-20,13:15,Port Adelaide,Sydney,Adelaide Oval,73,47,,11,7,7,5, 1.11 , 6.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Aug-20,19:50,Western Bulldogs,Geelong,People First Stadium,61,72,,9,7,10,12, 2.75 , 1.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-20,19:10,Richmond,West Coast,People First Stadium,88,61,,14,4,9,7, 1.66 , 2.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-20,16:10,Hawthorn,Essendon,Adelaide Oval,71,87,,10,11,13,9, 1.97 , 1.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-20,19:10,Collingwood,North Melbourne,Gabba,65,35,,10,5,5,5, 1.38 , 3.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-20,16:10,West Coast,GWS Giants,Optus Stadium,61,49,,9,7,7,7, 1.33 , 3.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-20,15:35,Brisbane,St Kilda,Gabba,50,48,,6,14,7,6, 1.39 , 3.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-20,12:35,Adelaide,Geelong,Adelaide Oval,37,65,,5,7,9,11, 9.29 , 1.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Aug-20,18:10,Fremantle,Sydney,Optus Stadium,50,19,,7,8,2,7, 1.50 , 2.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Aug-20,19:15,Essendon,Richmond,TIO Stadium,61,73,,10,1,10,13, 4.48 , 1.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Aug-20,16:05,Port Adelaide,Hawthorn,Adelaide Oval,68,58,,9,14,9,4, 1.15 , 5.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Aug-20,13:45,Western Bulldogs,Melbourne,People First Stadium,80,52,,12,8,7,10, 1.73 , 2.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Aug-20,19:20,Gold Coast,Carlton,TIO Stadium,27,60,,4,3,7,18, 2.55 , 1.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-20,19:10,Richmond,Gold Coast,Gabba,53,32,,8,5,4,8, 1.20 , 4.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-20,16:10,West Coast,Hawthorn,Optus Stadium,81,49,,12,9,7,7, 1.19 , 4.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-20,13:35,St Kilda,Essendon,Gabba,68,33,,10,8,5,3, 1.41 , 2.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-20,13:05,Western Bulldogs,Adelaide,People First Stadium,111,54,,16,15,8,6, 1.15 , 5.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug-20,18:10,Fremantle,Carlton,Optus Stadium,36,40,,5,6,5,10, 1.66 , 2.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug-20,17:10,Melbourne,Collingwood,Gabba,100,44,,16,4,6,8, 2.32 , 1.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug-20,14:35,North Melbourne,Brisbane,People First Stadium,52,53,,8,4,7,11, 7.22 , 1.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Aug-20,19:50,Geelong,Port Adelaide,People First Stadium,91,31,,14,7,4,7, 1.95 , 1.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug-20,18:10,Sydney,GWS Giants,Optus Stadium,66,25,,10,6,3,7, 4.35 , 1.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-20,19:10,Gold Coast,Essendon,People First Stadium,73,73,,11,7,11,7, 1.66 , 2.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-20,18:05,Adelaide,Collingwood,Adelaide Oval,38,62,,5,8,10,2, 4.09 , 1.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-20,18:40,Fremantle,Hawthorn,Optus Stadium,48,32,,7,6,4,8, 2.10 , 1.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-20,18:10,St Kilda,Geelong,Gabba,34,93,,4,10,14,9, 2.52 , 1.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Aug-20,17:40,Melbourne,North Melbourne,Adelaide Oval,92,35,,13,14,5,5, 1.78 , 2.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Aug-20,13:35,West Coast,Carlton,Optus Stadium,72,50,,11,6,7,8, 1.26 , 3.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Aug-20,19:40,Brisbane,Western Bulldogs,Gabba,96,72,,14,12,11,6, 1.39 , 3.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Aug-20,16:05,Port Adelaide,Richmond,Adelaide Oval,93,72,,13,15,11,6, 1.73 , 2.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Aug-20,19:50,Essendon,GWS Giants,People First Stadium,55,59,,8,7,8,11, 2.97 , 1.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-20,20:10,Gold Coast,St Kilda,People First Stadium,74,78,,11,8,12,6, 2.72 , 1.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Aug-20,17:40,Collingwood,Sydney,Gabba,50,41,,6,14,6,5, 1.27 , 3.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-20,19:40,Adelaide,Melbourne,Adelaide Oval,37,88,,5,7,13,10, 3.45 , 1.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Aug-20,17:40,Geelong,North Melbourne,Gabba,90,57,,13,12,9,3, 1.33 , 3.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-20,19:10,Richmond,Brisbane,People First Stadium,82,41,,12,10,4,17, 2.01 , 1.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-20,18:40,Port Adelaide,Western Bulldogs,Adelaide Oval,55,42,,8,7,5,12, 1.40 , 2.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug-20,16:10,Fremantle,Collingwood,Optus Stadium,61,49,,10,1,7,7, 2.97 , 1.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug-20,15:35,Gold Coast,GWS Giants,People First Stadium,35,61,,4,11,9,7, 2.95 , 1.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-20,18:10,West Coast,Geelong,Optus Stadium,73,64,,11,7,10,4, 1.40 , 2.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-20,17:10,St Kilda,Sydney,Gabba,101,48,,15,11,6,12, 1.40 , 2.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-20,14:35,North Melbourne,Adelaide,People First Stadium,119,50,,19,5,7,8, 1.51 , 2.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jul-20,20:10,Essendon,Brisbane,People First Stadium,28,91,,3,10,14,7, 3.39 , 1.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jul-20,15:40,Carlton,Hawthorn,Optus Stadium,58,89,,9,4,14,5, 1.70 , 2.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-20,19:50,Melbourne,Port Adelaide,Gabba,32,83,,4,8,12,11, 2.24 , 1.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-20,19:10,Western Bulldogs,Richmond,People First Stadium,49,90,,7,7,13,12, 1.65 , 2.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-20,18:10,Fremantle,Geelong,Optus Stadium,16,48,,2,4,6,12, 2.61 , 1.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-20,18:10,Melbourne,Brisbane,People First Stadium,49,53,,7,7,7,11, 2.57 , 1.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-20,13:35,West Coast,Collingwood,Optus Stadium,111,45,,18,3,6,9, 1.75 , 2.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-20,12:35,Adelaide,Essendon,Adelaide Oval,59,62,,8,11,9,8, 2.54 , 1.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-20,19:10,Port Adelaide,St Kilda,Adelaide Oval,44,73,,6,8,12,1, 1.36 , 3.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-20,15:35,Sydney,Hawthorn,SCG,60,53,,9,6,7,11, 2.14 , 1.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-20,13:05,North Melbourne,Carlton,Gabba,57,64,,9,3,9,10, 2.69 , 1.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jul-20,19:50,GWS Giants,Richmond,ENGIE Stadium,62,50,,9,8,6,14, 1.56 , 2.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-20,19:40,Gold Coast,Western Bulldogs,People First Stadium,46,51,,6,10,7,9, 2.26 , 1.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-20,19:10,Adelaide,St Kilda,Adelaide Oval,55,78,,8,7,12,6, 3.48 , 1.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-20,16:35,Fremantle,West Coast,Optus Stadium,32,62,,5,2,9,8, 3.24 , 1.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-20,15:35,Hawthorn,Melbourne,ENGIE Stadium,48,91,,7,6,14,7, 1.71 , 2.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-20,13:05,Carlton,Port Adelaide,Gabba,61,64,,9,7,9,10, 2.77 , 1.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-20,19:40,Richmond,North Melbourne,People First Stadium,77,23,,11,11,2,11, 1.55 , 2.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-20,16:35,Sydney,Gold Coast,SCG,60,92,,9,6,13,14, 2.01 , 1.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-20,13:45,GWS Giants,Brisbane,ENGIE Stadium,68,88,,10,8,13,10, 2.05 , 1.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jul-20,19:50,Essendon,Western Bulldogs,People First Stadium,51,93,,7,9,14,9, 2.23 , 1.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-20,18:10,Geelong,Collingwood,Optus Stadium,35,57,,5,5,8,9, 1.95 , 1.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-20,18:45,Carlton,Western Bulldogs,People First Stadium,103,51,,16,7,7,9, 2.49 , 1.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-20,15:35,Richmond,Sydney,Gabba,34,26,,4,10,3,8, 1.62 , 2.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-20,13:05,Port Adelaide,GWS Giants,People First Stadium,63,46,,9,9,6,10, 1.84 , 1.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-20,19:40,Essendon,North Melbourne,People First Stadium,67,53,,9,13,7,11, 1.59 , 2.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-20,18:05,Melbourne,Gold Coast,ENGIE Stadium,80,63,,12,8,9,9, 1.59 , 2.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-20,15:05,West Coast,Adelaide,Gabba,67,34,,10,7,5,4, 1.15 , 5.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-20,12:35,Fremantle,St Kilda,People First Stadium,79,73,,12,7,11,7, 2.71 , 1.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-20,19:50,Collingwood,Hawthorn,ENGIE Stadium,59,27,,8,11,3,9, 1.70 , 2.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-20,19:40,Geelong,Brisbane,SCG,73,46,,11,7,6,10, 2.33 , 1.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-20,18:10,GWS Giants,Hawthorn,ENGIE Stadium,83,49,,13,5,7,7, 1.73 , 2.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-20,13:35,Melbourne,Richmond,MCG,52,79,,8,4,12,7, 2.56 , 1.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-20,13:05,Adelaide,Fremantle,People First Stadium,34,54,,4,10,8,6, 2.27 , 1.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-20,19:40,Brisbane,Port Adelaide,Gabba,85,48,,12,13,6,12, 1.88 , 1.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-20,19:40,Western Bulldogs,North Melbourne,Marvel Stadium,87,38,,13,9,5,8, 1.74 , 2.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-20,16:35,Geelong,Gold Coast,GMHBA Stadium,89,52,,13,11,8,4, 1.24 , 4.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-20,13:45,West Coast,Sydney,People First Stadium,77,43,,11,11,6,7, 1.60 , 2.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jul-20,19:50,Collingwood,Essendon,MCG,48,63,,7,6,10,3, 1.30 , 3.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-20,19:40,Carlton,St Kilda,Marvel Stadium,55,73,,8,7,11,7, 2.05 , 1.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-20,18:05,Hawthorn,North Melbourne,Marvel Stadium,58,54,,8,10,8,6, 1.56 , 2.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-20,15:35,Melbourne,Geelong,MCG,44,47,,6,8,7,5, 2.53 , 1.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-20,13:05,Brisbane,Adelaide,Gabba,83,46,,10,23,7,4, 1.11 , 6.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-20,19:40,Essendon,Carlton,MCG,51,52,,8,3,7,10, 1.71 , 2.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-20,19:40,Gold Coast,Fremantle,People First Stadium,64,51,,10,4,8,3, 1.69 , 2.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-20,16:45,St Kilda,Richmond,Marvel Stadium,93,67,,15,3,10,7, 3.16 , 1.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-20,13:45,Port Adelaide,West Coast,People First Stadium,89,41,,13,11,6,5, 1.55 , 2.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jun-20,19:50,GWS Giants,Collingwood,ENGIE Stadium,66,64,,10,6,9,10, 2.08 , 1.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-20,19:40,Sydney,Western Bulldogs,SCG,39,67,,5,9,10,7, 1.70 , 2.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-20,20:05,Fremantle,Port Adelaide,People First Stadium,41,70,,6,5,10,10, 3.02 , 1.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-20,15:05,Gold Coast,Adelaide,People First Stadium,82,29,,12,10,4,5, 1.85 , 1.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-20,19:40,Brisbane,West Coast,Gabba,74,44,,10,14,6,8, 1.83 , 1.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-20,19:40,Geelong,Carlton,GMHBA Stadium,77,79,,11,11,12,7, 1.20 , 4.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
